institution,city,state,carnegie_basic,campus
Rowan University,Glassboro,NJ,16,
Rowan College of South Jersey-Gloucester Campus,Sewell,NJ,1,
Empire Beauty School-Cherry Hill,Cherry Hill,NJ,-2,
Eastwick College-Ramsey,Ramsey,NJ,26,
Holy Name Medical Center-Sister Claire Tynan School of Nursing,Englewood Cliffs,NJ,-2,
Hudson County Community College,Jersey City,NJ,4,
New Jersey City University,Jersey City,NJ,18,
Joe Kubert School of Cartoon and Graphic Art,Dover,NJ,-2,
Kean University,Union,NJ,17,
Lincoln Technical Institute-Union,Union,NJ,-2,
Rizzieri Aveda School for Beauty and Wellness,Voorhees,NJ,-2,
Mercer County Community College,West Windsor,NJ,4,
Middlesex College,Edison,NJ,2,
Monmouth University,West Long Branch,NJ,18,
Montclair State University,Montclair,NJ,16,
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools,Plainfield,NJ,-2,
Eastwick College-Nutley,Nutley,NJ,10,
New Brunswick Theological Seminary,New Brunswick,NJ,24,
Robert Fiance Beauty Schools-West New York,West New York,NJ,-2,
New Jersey Institute of Technology,Newark,NJ,15,
Ocean County College,Toms River,NJ,3,
P B Cosmetology Education Center,Gloucester,NJ,-2,
Parisian Beauty School,Hackensack,NJ,-2,
Passaic County Community College,Paterson,NJ,4,
Pennco Tech-Blackwood,Blackwood,NJ,-2,
Princeton Theological Seminary,Princeton,NJ,24,
Princeton University,Princeton,NJ,15,
Rabbinical College of America,Morristown,NJ,24,
Ramapo College of New Jersey,Mahwah,NJ,18,
Robert Fiance Beauty Schools,Boynton Beach,FL,-2,
Rider University,Lawrenceville,NJ,18,
Rutgers University-Camden,Camden,NJ,16,
Rutgers University-New Brunswick,New Brunswick,NJ,15,
Rutgers University-Newark,Newark,NJ,16,
Capital Health School of Radiologic Technology,Trenton,NJ,-2,
Capital Health School of Nursing,Trenton,NJ,-2,
Saint Peter's University,Jersey City,NJ,18,
Salem Community College,Carneys Point,NJ,9,
Seton Hall University,South Orange,NJ,16,
Shore Beauty School,Egg Harbor Township,NJ,-2,
Saint Elizabeth University,Morristown,NJ,19,
Raritan Valley Community College,Branchburg,NJ,5,
Stevens Institute of Technology,Hoboken,NJ,16,
Stockton University,Galloway,NJ,17,
Talmudical Academy-New Jersey,Adelphia,NJ,24,
Aviation Institute of Maintenance-Teterboro,Teterboro,NJ,-2,
Thomas Edison State University,Trenton,NJ,19,
The College of New Jersey,Ewing,NJ,18,
Union County College,Cranford,NJ,4,
William Paterson University of New Jersey,Wayne,NJ,18,
Olympian Academy of Cosmetology,Alamogordo,NM,-2,
Central New Mexico Community College,Albuquerque,NM,2,
Navajo Technical University,Crownpoint,NM,33,
New Mexico State University-Dona Ana,Las Cruces,NM,5,
Clovis Community College,Clovis,NM,6,0
Clovis Community College,Fresno,CA,3,1
Eastern New Mexico University-Main Campus,Portales,NM,18,
Eastern New Mexico University-Roswell Campus,Roswell,NM,8,
Institute of American Indian and Alaska Native Culture and Arts Development,Santa Fe,NM,33,
New Mexico Highlands University,Las Vegas,NM,18,
New Mexico Junior College,Hobbs,NM,4,
New Mexico Military Institute,Roswell,NM,2,
University of New Mexico-Gallup Campus,Gallup,NM,8,
New Mexico Institute of Mining and Technology,Socorro,NM,20,
University of New Mexico-Los Alamos Campus,Los Alamos,NM,3,
University of New Mexico-Main Campus,Albuquerque,NM,15,
New Mexico State University-Alamogordo,Alamogordo,NM,3,
Southeast New Mexico College,Carlsbad,NM,3,
New Mexico State University-Grants,Grants,NM,6,
New Mexico State University-Main Campus,Las Cruces,NM,16,
University of New Mexico-Valencia County Campus,Los Lunas,NM,5,
Northern New Mexico College,Espanola,NM,23,
San Juan College,Farmington,NM,8,
Santa Fe Community College,Santa Fe,NM,6,
University of the Southwest,Hobbs,NM,18,
Southwestern Indian Polytechnic Institute,Albuquerque,NM,33,
University of New Mexico-Taos Campus,Ranchos de Taos,NM,6,
Mesalands Community College,Tucumcari,NM,6,
Vogue College of Cosmetology-Santa Fe,Santa Fe,NM,-2,
Western New Mexico University,Silver City,NM,18,
Vaughn College of Aeronautics and Technology,Flushing,NY,22,
Adelphi University,Garden City,NY,17,
SUNY Adirondack,Queensbury,NY,1,
Bryant & Stratton College-Albany,Albany,NY,14,
Albany College of Pharmacy and Health Sciences,Albany,NY,26,
Albany Law School,Albany,NY,31,
Albany Medical College,Albany,NY,25,
Alfred University,Alfred,NY,18,
Allen School-Brooklyn,Brooklyn,NY,-2,
The Ailey School,New York,NY,-2,
American Academy of Dramatic Arts-New York,New York,NY,12,
American Academy McAllister Institute of Funeral Service,New York,NY,12,
Joffrey Ballet School,New York,NY,-2,
American Musical and Dramatic Academy,New York,NY,30,
Apex Technical School,Long Island City,NY,-2,
Arnot Ogden Medical Center,Elmira,NY,-2,
Associated Beth Rivkah Schools,Brooklyn,NY,13,
Bank Street College of Education,New York,NY,32,
Bard College,Annandale-On-Hudson,NY,21,
Barnard College,New York,NY,21,
Berk Trade and Business School,Long Island City,NY,-2,
Berkeley College-New York,New York,NY,22,
Berkowits School of Electrolysis,Forest Hills,NY,-2,
Beth Hamedrash Shaarei Yosher Institute,Brooklyn,NY,-2,
Phillips School of Nursing at Mount Sinai Beth Israel,New York,NY,26,
Brittany Beauty Academy,Brooklyn,NY,-2,0
Brittany Beauty Academy,Levittown,NY,-2,1
Brittany Beauty Academy,Bronx,NY,-2,2
Boricua College,New York,NY,22,
American Beauty School,Bronx,NY,-2,
Brooklyn Law School,Brooklyn,NY,31,
SUNY Broome Community College,Binghamton,NY,2,
Bryant & Stratton College-Syracuse North,Liverpool,NY,14,
Bryant & Stratton College-Buffalo,Buffalo,NY,23,
Bryant & Stratton College-Greece,Rochester,NY,14,
Canisius College,Buffalo,NY,18,
Capri Cosmetology Learning Centers,Nanuet,NY,-2,
St Paul's School of Nursing-Queens,Rego Park,NY,10,
Cayuga County Community College,Auburn,NY,3,
Cazenovia College,Cazenovia,NY,22,
Central Yeshiva Tomchei Tmimim Lubavitz,Brooklyn,NY,24,
Christine Valmy International School for Esthetics Skin Care & Makeup,New York,NY,-2,
Circle in the Square Theatre School,New York,NY,-2,
Clarkson University,Potsdam,NY,16,
Clinton Community College,Plattsburgh,NY,2,
Cochran School of Nursing,Yonkers,NY,10,
Colgate Rochester Crozer Divinity School,Rochester,NY,24,
Colgate University,Hamilton,NY,21,
Metropolitan College of New York,New York,NY,19,
Columbia University in the City of New York,New York,NY,15,
Columbia-Greene Community College,Hudson,NY,2,
Empire Beauty School-Queens,Astoria,NY,-2,
Continental School of Beauty Culture-Rochester,Rochester,NY,-2,
The Cooper Union for the Advancement of Science and Art,New York,NY,22,
Cornell University,Ithaca,NY,15,
Weill Medical College of Cornell University,New York,NY,27,
SUNY Corning Community College,Corning,NY,3,
Pomeroy College of Nursing at Crouse Hospital,Syracuse,NY,10,
Culinary Institute of America,Hyde Park,NY,30,
CUNY Bernard M Baruch College,New York,NY,18,
CUNY Borough of Manhattan Community College,New York,NY,1,
CUNY Bronx Community College,Bronx,NY,1,
CUNY Brooklyn College,Brooklyn,NY,18,
College of Staten Island CUNY,Staten Island,NY,18,
CUNY City College,New York,NY,16,
CUNY Graduate School and University Center,New York,NY,15,
CUNY Hostos Community College,Bronx,NY,1,
CUNY Hunter College,New York,NY,18,
CUNY John Jay College of Criminal Justice,New York,NY,18,
CUNY Kingsborough Community College,Brooklyn,NY,2,
CUNY LaGuardia Community College,Long Island City,NY,1,
CUNY Lehman College,Bronx,NY,18,
CUNY Medgar Evers College,Brooklyn,NY,21,
CUNY New York City College of Technology,Brooklyn,NY,22,
CUNY Queens College,Queens,NY,18,
CUNY Queensborough Community College,Bayside,NY,1,
CUNY School of Law,Long Island City,NY,31,
CUNY York College,Jamaica,NY,20,
CVPH Medical Center School of Radiologic Technology,Plattsburgh,NY,-2,
D'Youville  University,Buffalo,NY,17,
Daemen University,Amherst,NY,17,
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,Far Rockaway,NY,24,
Dominican University New York,Orangeburg,NY,17,
Dutchess Community College,Poughkeepsie,NY,2,
Belanger School of Nursing,Schenectady,NY,10,
Elmira College,Elmira,NY,22,
Erie Community College,Buffalo,NY,5,
Fashion Institute of Technology,New York,NY,20,
Finger Lakes Community College,Canandaigua,NY,3,
Five Towns College,Dix Hills,NY,30,
Fordham University,Bronx,NY,16,
Fulton-Montgomery Community College,Johnstown,NY,1,
Gemological Institute of America-New York,New York,NY,-2,
Genesee Community College,Batavia,NY,5,
Hamilton College,Clinton,NY,21,
Hartwick College,Oneonta,NY,21,
Helene Fuld College of Nursing,New York,NY,26,
Herkimer County Community College,Herkimer,NY,5,
Hilbert College,Hamburg,NY,22,
Hobart William Smith Colleges,Geneva,NY,21,
Hofstra University,Hempstead,NY,17,
Houghton University,Houghton,NY,21,
Hudson Valley Community College,Troy,NY,5,
Hunter Business School,Levittown,NY,-2,
Iona University,New Rochelle,NY,18,
Isabella Graham Hart School of Practical Nursing,Rochester,NY,-2,
Island Drafting and Technical Institute,Amityville,NY,11,
Ithaca College,Ithaca,NY,18,
Jamestown Community College,Jamestown,NY,2,
Jamestown Business College,Jamestown,NY,29,
Jefferson Community College,Watertown,NY,2,
Jewish Theological Seminary of America,New York,NY,24,
The Juilliard School,New York,NY,30,
Kehilath Yakov Rabbinical Seminary,Ossining,NY,24,
Keuka College,Keuka Park,NY,19,
LIM College,New York,NY,29,
Le Moyne College,Syracuse,NY,18,
Long Island University,Brookville,NY,16,
Long Island Beauty School-Hempstead,Hempstead,NY,-2,
Long Island Business Institute,Flushing,NY,13,
Machzikei Hadath Rabbinical College,Brooklyn,NY,24,
Mandl School-The College of Allied Health,New York,NY,10,
Manhattan College,Riverdale,NY,18,
Manhattan School of Music,New York,NY,30,
Manhattanville College,Purchase,NY,18,
Maria College of Albany,Albany,NY,26,
Marion S Whelan School of Nursing of Geneva General Hospital,Geneva,NY,-2,
Marist College,Poughkeepsie,NY,18,
Marymount Manhattan College,New York,NY,21,
Medaille University,Buffalo,NY,18,
St. Peter's Hospital College of Nursing,Albany,NY,10,
Memorial Hospital School of Radiation Therapy Technology,New York,NY,-2,
Mercy College,Dobbs Ferry,NY,18,
Mesivta Torah Vodaath Rabbinical Seminary,Brooklyn,NY,24,
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,Brooklyn,NY,13,
Mesivtha Tifereth Jerusalem of America,New York,NY,24,
Mildred Elley School-Albany Campus,Albany,NY,9,
Mirrer Yeshiva Cent Institute,Brooklyn,NY,24,
Modern Welding School,Schenectady,NY,-2,
Mohawk Valley Community College,Utica,NY,3,
Molloy College,Rockville Centre,NY,18,
Monroe College,Bronx,NY,18,
Monroe Community College,Rochester,NY,6,
Mount Saint Mary College,Newburgh,NY,19,
Montefiore School of Nursing,Mount Vernon,NY,10,
College of Mount Saint Vincent,Bronx,NY,22,
Icahn School of Medicine at Mount Sinai,New York,NY,27,
Nassau Community College,Garden City,NY,1,
Nazareth College,Rochester,NY,18,
Neighborhood Playhouse School of the Theater,New York City,NY,-2,
The New School,New York,NY,16,
Northeast College of Health Sciences,Seneca Falls,NY,26,
New York Law School,New York,NY,31,
New York Medical College,Valhalla,NY,25,
New York School for Medical and Dental Assistants,Long Island City,NY,10,
New York Theological Seminary,New York,NY,24,
New York University,New York,NY,15,
Niagara County Community College,Sanborn,NY,4,
Niagara University,Niagara University,NY,18,
Empire Beauty School-Peekskill,Peekskill,NY,-2,
North Country Community College,Saranac Lake,NY,8,
New York College of Podiatric Medicine,New York,NY,26,
New York Institute of Technology,Old Westbury,NY,18,
New York School of Interior Design,New York,NY,30,
Alliance University,New York,NY,18,
Ohr Hameir Theological Seminary,Peekskill,NY,-2,
Onondaga Community College,Syracuse,NY,2,
Orange County Community College,Middletown,NY,1,
Otsego Area BOCES-Practical Nursing Program,Oneonta,NY,-2,
Pace University,New York,NY,17,
Paul Smiths College of Arts and Science,Paul Smiths,NY,22,
Continental School of Beauty Culture-West Seneca,West Seneca,NY,-2,
Plaza College,Forest Hills,NY,23,
Davis College,Pottersville,NY,24,0
Davis College,Toledo,OH,9,1
Pratt Institute-Main,Brooklyn,NY,30,
Rabbinical Academy Mesivta Rabbi Chaim Berlin,Brooklyn,NY,24,
Rabbinical College Bobover Yeshiva Bnei Zion,Brooklyn,NY,24,
Rabbinical College Beth Shraga,Monsey,NY,13,
Rabbinical Seminary Mkor Chaim,Lakewood,NJ,-2,
Rabbinical College of Long Island,Long Beach,NY,24,
Rabbinical Seminary of America,Flushing,NY,24,
Rensselaer Polytechnic Institute,Troy,NY,15,
Roberts Wesleyan University,Rochester,NY,18,
Rochester Institute of Technology,Rochester,NY,16,
University of Rochester,Rochester,NY,15,
The Rockefeller University,New York,NY,27,
Rockland Community College,Suffern,NY,1,
Empire Beauty School-Manhattan,New York,NY,-2,
Russell Sage College,Troy,NY,17,
St Bernard's School of Theology and Ministry,Rochester,NY,24,
St Bonaventure University,Saint Bonaventure,NY,19,
St. Francis College,Brooklyn,NY,22,
St. Joseph's College of Nursing,Syracuse,NY,10,
St Lawrence University,Canton,NY,21,
The College of Saint Rose,Albany,NY,18,
St. Thomas Aquinas College,Sparkill,NY,20,
Samaritan Hospital School of Nursing,Troy,NY,10,
Sarah Lawrence College,Bronxville,NY,21,
Schenectady County Community College,Schenectady,NY,3,
Sh'or Yoshuv Rabbinical College,Lawrence,NY,24,
Siena College,Loudonville,NY,20,
Skidmore College,Saratoga Springs,NY,21,
St. Joseph's University-New York,Brooklyn,NY,18,
Saint Vladimirs Orthodox Theological Seminary,Yonkers,NY,24,
Saint Elizabeth College of Nursing,Utica,NY,10,
St. John Fisher University,Rochester,NY,17,
St Paul's School of Nursing-Staten Island,Staten Island,NY,10,
St. John's University-New York,Queens,NY,17,
Sullivan County Community College,Loch Sheldrake,NY,5,
SUNY College of Technology at Alfred,Alfred,NY,23,
SUNY College of Technology at Canton,Canton,NY,22,
SUNY College of Technology at Delhi,Delhi,NY,22,
SUNY College of Agriculture and Technology at Cobleskill,Cobleskill,NY,22,
Farmingdale State College,Farmingdale,NY,22,
SUNY Morrisville,Morrisville,NY,23,
SUNY at Albany,Albany,NY,15,
Binghamton University,Vestal,NY,15,
University at Buffalo,Buffalo,NY,15,
Stony Brook University,Stony Brook,NY,15,
SUNY College of Environmental Science and Forestry,Syracuse,NY,16,
SUNY Polytechnic Institute,Utica,NY,18,
SUNY Brockport,Brockport,NY,18,
SUNY Buffalo State University,Buffalo,NY,18,
SUNY Cortland,Cortland,NY,19,
SUNY at Fredonia,Fredonia,NY,20,
SUNY College at Geneseo,Geneseo,NY,20,
State University of New York at New Paltz,New Paltz,NY,18,
SUNY Oneonta,Oneonta,NY,19,
State University of New York at Oswego,Oswego,NY,18,
SUNY College at Potsdam,Potsdam,NY,19,
SUNY at Purchase College,Purchase,NY,21,
SUNY College of Optometry,New York,NY,26,
SUNY College at Old Westbury,Old Westbury,NY,19,
SUNY College at Plattsburgh,Plattsburgh,NY,19,
SUNY Downstate Health Sciences University,Brooklyn,NY,25,
Empire State University,Saratoga Springs,NY,18,
SUNY Maritime College,Throggs Neck,NY,20,
Upstate Medical University,Syracuse,NY,25,
Swedish Institute a College of Health Sciences,New York,NY,10,
Syracuse University,Syracuse,NY,15,
Talmudical Seminary Oholei Torah,Brooklyn,NY,24,
Talmudical Institute of Upstate New York,Rochester,NY,-2,
Teachers College at Columbia University,New York,NY,16,
Tompkins Cortland Community College,Dryden,NY,3,
Torah Temimah Talmudical Seminary,Staten Island,NY,24,
Touro University,New York,NY,17,
Trocaire College,Buffalo,NY,26,
Excelsior University,Albany,NY,18,
Ulster County Community College,Stone Ridge,NY,3,
Union Theological Seminary in the City of New York,New York,NY,24,
United Talmudical Seminary,Brooklyn,NY,24,
United States Merchant Marine Academy,Kings Point,NY,22,
United States Military Academy,West  Point,NY,21,
Utica University,Utica,NY,18,
Vassar College,Poughkeepsie,NY,21,
Villa Maria College,Buffalo,NY,22,
School of Visual Arts,New York,NY,18,
Wagner College,Staten Island,NY,19,
Webb Institute,Glen Cove,NY,28,
Wells College,Aurora,NY,21,
The College of Westchester,White Plains,NY,22,
SUNY Westchester Community College,Valhalla,NY,2,
Westchester School of Beauty Culture,Mount Vernon,NY,-2,
Word of Life Bible Institute,Pottersville,NY,-2,
Yeshiva Karlin Stolin,Brooklyn,NY,24,
Yeshiva Derech Chaim,Brooklyn,NY,24,
Yeshiva of Nitra Rabbinical College,Chester,NY,24,
Yeshivath Shaar Hatorah,Kew Gardens,NY,24,
Yeshiva University,New York,NY,17,
Yeshivath Viznitz,Monsey,NY,24,
Yeshivath Zichron Moshe,South Fallsburg,NY,24,
College of the Albemarle,Elizabeth City,NC,3,
South Piedmont Community College,Polkton,NC,3,
Appalachian State University,Boone,NC,18,
Asheville-Buncombe Technical Community College,Asheville,NC,6,
Barton College,Wilson,NC,22,
Beaufort County Community College,Washington,NC,2,
Belmont Abbey College,Belmont,NC,22,
Bennett College,Greensboro,NC,21,
Bladen Community College,Dublin,NC,9,
Blue Ridge Community College,Flat Rock,NC,3,0
